"region"	"kjønn"	"alder"	"år"	"Personer"
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2008"	539
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2009"	542
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2010"	529
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2011"	526
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2012"	507
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2013"	485
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2014"	478
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2015"	468
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2016"	462
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2017"	454
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2018"	454
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2019"	472
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2020"	485
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2021"	507
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2022"	514
"K-3802 Holmestrand"	"Kvinner"	"80-89 år"	"2023"	555
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1986"	48
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1987"	45
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1988"	46
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1989"	47
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1990"	51
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1991"	51
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1992"	51
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1993"	55
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1994"	56
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1995"	61
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1996"	64
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1997"	75
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1998"	79
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"1999"	80
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2000"	81
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2001"	75
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2002"	73
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2003"	92
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2004"	95
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2005"	103
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2006"	110
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2007"	106
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2008"	108
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2009"	104
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2010"	119
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2011"	126
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2012"	126
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2013"	136
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2014"	140
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2015"	152
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2016"	150
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2017"	153
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2018"	156
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2019"	145
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2020"	145
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2021"	142
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2022"	140
"K-3802 Holmestrand"	"Kvinner"	"90 år og eldre"	"2023"	138
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1986"	4458
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1987"	4450
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1988"	4409
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1989"	4423
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1990"	4420
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1991"	4436
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1992"	4455
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1993"	4497
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1994"	4567
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1995"	4566
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1996"	4614
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1997"	4662
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1998"	4750
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"1999"	4848
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2000"	4860
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2001"	4963
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2002"	5017
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2003"	5070
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2004"	5133
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2005"	5147
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2006"	5162
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2007"	5226
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2008"	5345
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2009"	5433
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2010"	5476
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2011"	5500
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2012"	5627
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2013"	5660
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2014"	5615
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2015"	5627
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2016"	5632
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2017"	5891
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2018"	5912
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2019"	5918
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2020"	5914
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2021"	5964
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2022"	5977
"K-3803 Tønsberg"	"Menn"	"0-17 år"	"2023"	5979
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1986"	8352
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1987"	8502
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1988"	8604
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1989"	8686
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1990"	8797
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1991"	8921
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1992"	9062
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1993"	9209
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1994"	9285
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1995"	9365
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1996"	9322
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1997"	9404
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1998"	9485
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"1999"	9606
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2000"	9621
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2001"	9638
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2002"	9686
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2003"	9671
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2004"	9755
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2005"	9824
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2006"	9953
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2007"	10146
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2008"	10436
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2009"	10553
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2010"	10639
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2011"	10641
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2012"	10923
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2013"	11076
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2014"	11157
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2015"	11305
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2016"	11303
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2017"	11785
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2018"	11801
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2019"	11893
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2020"	11974
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2021"	12092
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2022"	12153
"K-3803 Tønsberg"	"Menn"	"18-49 år"	"2023"	12178
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1986"	3435
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1987"	3373
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1988"	3300
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1989"	3211
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1990"	3178
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1991"	3148
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1992"	3103
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1993"	3099
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1994"	3156
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1995"	3265
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1996"	3335
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1997"	3445
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1998"	3524
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"1999"	3644
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2000"	3706
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2001"	3849
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2002"	3965
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2003"	4063
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2004"	4153
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2005"	4283
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2006"	4424
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2007"	4514
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2008"	4664
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2009"	4819
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2010"	4916
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2011"	5040
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2012"	5145
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2013"	5216
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2014"	5263
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2015"	5296
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2016"	5350
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2017"	5739
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2018"	5840
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2019"	5975
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2020"	6127
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2021"	6233
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2022"	6386
"K-3803 Tønsberg"	"Menn"	"50-66 år"	"2023"	6515
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1986"	1784
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1987"	1778
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1988"	1832
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1989"	1855
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1990"	1861
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1991"	1919
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1992"	1906
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1993"	1957
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1994"	1922
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1995"	1931
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1996"	1955
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1997"	1993
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1998"	1992
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"1999"	1966
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2000"	1976
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2001"	1940
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2002"	1883
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2003"	1874
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2004"	1848
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2005"	1823
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2006"	1807
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2007"	1821
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2008"	1841
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2009"	1814
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2010"	1844
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2011"	1924
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2012"	2034
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2013"	2090
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2014"	2242
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2015"	2379
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2016"	2527
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2017"	2720
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2018"	2846
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2019"	2927
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2020"	3040
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2021"	3139
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2022"	3276
"K-3803 Tønsberg"	"Menn"	"67-79 år"	"2023"	3390
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1986"	371
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1987"	382
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1988"	409
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1989"	451
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1990"	459
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1991"	471
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1992"	510
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1993"	520
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1994"	519
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1995"	514
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1996"	508
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1997"	504
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1998"	516
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"1999"	529
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2000"	537
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2001"	565
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2002"	582
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2003"	607
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2004"	636
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2005"	653
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2006"	695
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2007"	717
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2008"	724
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2009"	748
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2010"	769
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2011"	782
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2012"	780
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2013"	814
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2014"	806
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2015"	786
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2016"	769
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2017"	795
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2018"	810
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2019"	831
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2020"	848
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2021"	886
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2022"	896
"K-3803 Tønsberg"	"Menn"	"80-89 år"	"2023"	916
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1986"	41
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1987"	37
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1988"	34
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1989"	27
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1990"	32
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1991"	31
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1992"	32
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1993"	39
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1994"	45
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1995"	49
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1996"	56
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1997"	68
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1998"	70
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"1999"	64
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2000"	54
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2001"	59
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2002"	60
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2003"	66
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2004"	76
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2005"	71
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2006"	73
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2007"	77
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2008"	88
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2009"	88
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2010"	88
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2011"	93
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2012"	108
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2013"	116
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2014"	124
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2015"	119
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2016"	138
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2017"	145
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2018"	160
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2019"	165
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2020"	168
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2021"	174
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2022"	168
"K-3803 Tønsberg"	"Menn"	"90 år og eldre"	"2023"	171
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1986"	4162
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1987"	4157
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1988"	4120
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1989"	4115
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1990"	4179
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1991"	4175
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1992"	4159
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1993"	4275
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1994"	4334
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1995"	4318
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1996"	4348
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1997"	4396
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1998"	4488
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"1999"	4584
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2000"	4642
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2001"	4774
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2002"	4834
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2003"	4846
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2004"	4884
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2005"	4942
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2006"	4973
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2007"	5024
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2008"	5098
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2009"	5113
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2010"	5142
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2011"	5158
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2012"	5210
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2013"	5234
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2014"	5226
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2015"	5199
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2016"	5216
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2017"	5552
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2018"	5579
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2019"	5602
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2020"	5554
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2021"	5598
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2022"	5640
"K-3803 Tønsberg"	"Kvinner"	"0-17 år"	"2023"	5699
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1986"	8085
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1987"	8192
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1988"	8261
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1989"	8411
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1990"	8569
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1991"	8687
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1992"	8789
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1993"	9004
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1994"	9095
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1995"	9133
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1996"	9246
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1997"	9301
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1998"	9396
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"1999"	9506
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2000"	9534
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2001"	9603
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2002"	9587
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2003"	9603
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2004"	9683
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2005"	9702
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2006"	9728
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2007"	9813
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2008"	10019
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2009"	10133
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2010"	10340
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2011"	10459
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2012"	10600
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2013"	10680
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2014"	10785
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2015"	10817
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2016"	10842
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2017"	11379
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2018"	11416
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2019"	11515
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2020"	11507
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2021"	11534
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2022"	11576
"K-3803 Tønsberg"	"Kvinner"	"18-49 år"	"2023"	11715
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1986"	3624
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1987"	3595
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1988"	3566
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1989"	3511
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1990"	3486
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1991"	3441
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1992"	3400
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1993"	3412
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1994"	3476
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1995"	3527
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1996"	3600
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1997"	3691
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1998"	3794
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"1999"	3900
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"2000"	3927
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"2001"	4048
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"2002"	4142
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"2003"	4190
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"2004"	4280
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"2005"	4411
"K-3803 Tønsberg"	"Kvinner"	"50-66 år"	"2006"	4585
