region;fagutdanning;alder;sektor;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
K.3805 Larvik;Lege uten spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3805 Larvik;Lege med spesialitet;Alle aldre;Kommuneforvaltningen;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;0.0;3.0;3.0;3.0;7.0;0.0
K.3805 Larvik;Lege med spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3805 Larvik;Lege med spesialitet;Alle aldre;Statsforvaltningen;14.0;15.0;16.0;19.0;17.0;20.0;24.0;16.0;21.0;20.0;23.0;21.0;20.0;20.0;24.0
K.3805 Larvik;Lege med spesialitet;Alle aldre;Privat sektor og offentlige foretak;41.0;41.0;41.0;41.0;41.0;41.0;41.0;40.0;41.0;47.0;41.0;47.0;39.0;40.0;48.0
K.3805 Larvik;Lege med spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Hjelpepleier;Alle aldre;Kommuneforvaltningen;475.0;473.0;463.0;449.0;443.0;414.0;409.0;389.0;371.0;356.0;331.0;293.0;283.0;265.0;242.0
K.3806 Porsgrunn;Hjelpepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Hjelpepleier;Alle aldre;Statsforvaltningen;60.0;49.0;45.0;29.0;24.0;24.0;26.0;26.0;23.0;26.0;20.0;22.0;26.0;26.0;18.0
K.3806 Porsgrunn;Hjelpepleier;Alle aldre;Privat sektor og offentlige foretak;27.0;31.0;24.0;20.0;16.0;16.0;14.0;12.0;15.0;16.0;15.0;15.0;12.0;11.0;13.0
K.3806 Porsgrunn;Hjelpepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Helsefagarbeider;Alle aldre;Kommuneforvaltningen;0.0;11.0;16.0;30.0;49.0;93.0;129.0;160.0;176.0;202.0;228.0;250.0;274.0;288.0;304.0
K.3806 Porsgrunn;Helsefagarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Helsefagarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0
K.3806 Porsgrunn;Helsefagarbeider;Alle aldre;Privat sektor og offentlige foretak;0.0;0.0;0.0;0.0;4.0;4.0;4.0;3.0;4.0;5.0;4.0;5.0;4.0;4.0;4.0
K.3806 Porsgrunn;Helsefagarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Omsorgsarbeider;Alle aldre;Kommuneforvaltningen;104.0;111.0;120.0;113.0;111.0;87.0;69.0;62.0;55.0;49.0;42.0;41.0;36.0;27.0;26.0
K.3806 Porsgrunn;Omsorgsarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Omsorgsarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Omsorgsarbeider;Alle aldre;Privat sektor og offentlige foretak;4.0;3.0;5.0;5.0;4.0;4.0;3.0;5.0;5.0;5.0;4.0;3.0;6.0;6.0;5.0
K.3806 Porsgrunn;Omsorgsarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Sykepleier;Alle aldre;Kommuneforvaltningen;225.0;243.0;260.0;280.0;281.0;303.0;314.0;339.0;315.0;328.0;345.0;348.0;365.0;354.0;353.0
K.3806 Porsgrunn;Sykepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Sykepleier;Alle aldre;Statsforvaltningen;124.0;129.0;128.0;95.0;96.0;96.0;98.0;104.0;102.0;107.0;88.0;80.0;98.0;98.0;84.0
K.3806 Porsgrunn;Sykepleier;Alle aldre;Privat sektor og offentlige foretak;15.0;23.0;24.0;19.0;17.0;12.0;16.0;26.0;24.0;25.0;24.0;31.0;29.0;31.0;41.0
K.3806 Porsgrunn;Sykepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Lege uten spesialitet;Alle aldre;Kommuneforvaltningen;5.0;5.0;10.0;5.0;7.0;7.0;8.0;10.0;15.0;10.0;12.0;18.0;18.0;12.0;20.0
K.3806 Porsgrunn;Lege uten spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Lege uten spesialitet;Alle aldre;Statsforvaltningen;9.0;15.0;11.0;14.0;11.0;16.0;9.0;13.0;13.0;14.0;16.0;12.0;13.0;13.0;11.0
K.3806 Porsgrunn;Lege uten spesialitet;Alle aldre;Privat sektor og offentlige foretak;14.0;13.0;18.0;17.0;14.0;14.0;12.0;11.0;11.0;20.0;25.0;18.0;17.0;16.0;9.0
K.3806 Porsgrunn;Lege uten spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Lege med spesialitet;Alle aldre;Kommuneforvaltningen;4.0;5.0;5.0;4.0;3.0;4.0;4.5;3.0;3.0;6.0;5.0;4.0;7.0;9.0;7.0
K.3806 Porsgrunn;Lege med spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3806 Porsgrunn;Lege med spesialitet;Alle aldre;Statsforvaltningen;13.0;20.0;21.0;22.0;23.0;19.0;21.0;26.0;29.0;26.0;21.0;23.0;22.0;22.0;24.0
K.3806 Porsgrunn;Lege med spesialitet;Alle aldre;Privat sektor og offentlige foretak;35.0;31.0;37.0;38.0;36.0;35.0;37.0;37.0;37.0;38.0;40.0;42.0;46.0;40.0;41.0
K.3806 Porsgrunn;Lege med spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Hjelpepleier;Alle aldre;Kommuneforvaltningen;631.0;625.0;602.0;608.0;582.0;554.0;510.0;493.0;465.0;446.0;437.0;405.0;384.0;354.0;324.0
K.3807 Skien;Hjelpepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Hjelpepleier;Alle aldre;Statsforvaltningen;282.0;282.0;257.0;269.0;254.0;241.0;223.0;226.0;205.0;180.0;168.0;162.0;133.0;224.5;121.0
K.3807 Skien;Hjelpepleier;Alle aldre;Privat sektor og offentlige foretak;69.0;70.0;76.0;76.0;77.0;81.0;79.0;73.0;65.0;62.0;61.0;58.0;69.5;49.0;44.0
K.3807 Skien;Hjelpepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Helsefagarbeider;Alle aldre;Kommuneforvaltningen;0.0;179.5;11.0;30.0;52.0;77.0;122.0;156.0;203.0;235.0;250.0;276.0;317.0;338.0;340.0
K.3807 Skien;Helsefagarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Helsefagarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;3.0;3.0;12.0;7.0;10.0;12.0;19.0;21.0;19.0;27.0;36.0;12.0;67.0
K.3807 Skien;Helsefagarbeider;Alle aldre;Privat sektor og offentlige foretak;0.0;0.0;0.0;8.0;8.0;4.0;4.0;7.0;11.0;9.0;15.0;13.0;8.0;19.0;18.0
K.3807 Skien;Helsefagarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Omsorgsarbeider;Alle aldre;Kommuneforvaltningen;113.0;109.0;104.0;103.0;93.0;88.0;85.0;81.0;67.0;54.0;50.0;47.0;46.0;42.0;36.0
K.3807 Skien;Omsorgsarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Omsorgsarbeider;Alle aldre;Statsforvaltningen;3.0;4.0;4.0;3.5;4.0;3.5;3.0;3.0;3.0;3.0;3.0;4.0;5.0;3.5;4.0
K.3807 Skien;Omsorgsarbeider;Alle aldre;Privat sektor og offentlige foretak;8.0;6.0;6.0;7.0;7.0;8.0;9.0;8.0;10.0;6.0;7.0;8.0;7.0;7.0;6.0
K.3807 Skien;Omsorgsarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Sykepleier;Alle aldre;Kommuneforvaltningen;294.0;301.0;322.0;321.0;307.0;322.0;343.0;360.0;383.0;423.0;415.0;428.0;454.0;455.0;466.0
K.3807 Skien;Sykepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Sykepleier;Alle aldre;Statsforvaltningen;769.0;790.0;789.0;823.0;885.0;906.0;891.0;904.0;920.0;885.0;906.0;922.0;937.0;897.5;935.0
K.3807 Skien;Sykepleier;Alle aldre;Privat sektor og offentlige foretak;142.0;137.0;137.0;149.0;147.0;148.0;156.0;153.0;160.0;157.0;174.0;175.0;154.5;178.0;163.0
K.3807 Skien;Sykepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Lege uten spesialitet;Alle aldre;Kommuneforvaltningen;6.0;4.0;6.0;6.0;5.0;6.0;6.0;10.0;8.0;10.0;8.0;13.0;14.0;15.0;13.0
K.3807 Skien;Lege uten spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Lege uten spesialitet;Alle aldre;Statsforvaltningen;115.0;115.0;124.0;135.0;134.0;143.0;147.0;145.0;159.0;157.0;157.0;168.0;181.0;146.0;184.0
K.3807 Skien;Lege uten spesialitet;Alle aldre;Privat sektor og offentlige foretak;29.0;26.0;32.0;40.0;35.0;38.0;45.0;33.0;35.0;37.0;29.0;32.0;35.0;39.0;38.0
K.3807 Skien;Lege uten spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Lege med spesialitet;Alle aldre;Kommuneforvaltningen;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Lege med spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3807 Skien;Lege med spesialitet;Alle aldre;Statsforvaltningen;104.0;111.0;125.0;134.0;145.0;148.0;159.0;153.0;165.0;166.0;166.0;175.0;183.0;156.0;189.0
K.3807 Skien;Lege med spesialitet;Alle aldre;Privat sektor og offentlige foretak;57.0;56.0;62.0;59.0;59.0;60.0;61.0;62.0;66.0;72.0;72.0;80.0;62.0;82.0;87.0
K.3807 Skien;Lege med spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Hjelpepleier;Alle aldre;Kommuneforvaltningen;212.0;216.0;206.0;204.0;201.0;190.0;191.0;189.0;165.0;164.0;155.0;138.0;134.0;127.0;112.0
K.3811 Færder;Hjelpepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Hjelpepleier;Alle aldre;Statsforvaltningen;20.0;20.0;19.0;26.0;21.0;20.0;22.0;20.0;21.0;14.0;18.0;12.0;20.0;20.0;9.0
K.3811 Færder;Hjelpepleier;Alle aldre;Privat sektor og offentlige foretak;4.0;4.0;12.0;11.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;4.0;4.0;4.0
K.3811 Færder;Hjelpepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Helsefagarbeider;Alle aldre;Kommuneforvaltningen;0.0;0.0;102.0;102.0;20.0;48.0;68.0;85.0;102.0;124.0;146.0;159.0;165.0;177.0;187.0
K.3811 Færder;Helsefagarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Helsefagarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
K.3811 Færder;Helsefagarbeider;Alle aldre;Privat sektor og offentlige foretak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
K.3811 Færder;Helsefagarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Omsorgsarbeider;Alle aldre;Kommuneforvaltningen;63.0;69.0;66.0;65.0;59.0;44.0;42.0;42.0;36.0;35.0;34.0;31.0;24.0;27.0;27.0
K.3811 Færder;Omsorgsarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Omsorgsarbeider;Alle aldre;Statsforvaltningen;5.0;3.0;3.0;3.0;1.5;1.5;1.5;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Omsorgsarbeider;Alle aldre;Privat sektor og offentlige foretak;8.0;7.0;8.0;8.0;9.0;8.0;7.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0
K.3811 Færder;Omsorgsarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Sykepleier;Alle aldre;Kommuneforvaltningen;157.0;158.0;176.0;183.0;204.0;212.0;210.0;215.0;212.0;224.0;218.0;223.0;239.0;230.0;216.0
K.3811 Færder;Sykepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Sykepleier;Alle aldre;Statsforvaltningen;90.0;92.0;96.0;117.0;118.0;113.0;116.0;140.0;146.0;147.0;148.0;124.0;117.0;117.0;106.0
K.3811 Færder;Sykepleier;Alle aldre;Privat sektor og offentlige foretak;9.0;9.0;9.0;9.0;9.0;9.0;9.0;12.0;9.0;9.0;9.0;8.0;7.0;10.0;9.0
K.3811 Færder;Sykepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Lege uten spesialitet;Alle aldre;Kommuneforvaltningen;9.0;9.0;9.0;9.0;5.0;7.0;9.0;6.0;8.0;13.0;12.0;14.0;12.0;12.0;9.0
K.3811 Færder;Lege uten spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Lege uten spesialitet;Alle aldre;Statsforvaltningen;4.0;3.0;3.0;6.0;4.0;5.0;5.0;7.0;10.0;7.0;10.0;12.0;6.0;6.0;15.0
K.3811 Færder;Lege uten spesialitet;Alle aldre;Privat sektor og offentlige foretak;17.0;8.5;8.5;8.5;11.0;7.0;6.0;9.0;6.0;10.0;8.0;7.0;9.0;8.0;11.0
K.3811 Færder;Lege uten spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Lege med spesialitet;Alle aldre;Kommuneforvaltningen;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;6.0;3.0;6.0;6.0;3.0;3.0
K.3811 Færder;Lege med spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.3811 Færder;Lege med spesialitet;Alle aldre;Statsforvaltningen;8.0;11.0;11.0;15.0;16.0;17.0;17.0;21.0;21.0;23.0;23.0;22.0;17.0;17.0;22.0
K.3811 Færder;Lege med spesialitet;Alle aldre;Privat sektor og offentlige foretak;29.0;29.0;28.0;27.0;32.0;30.0;29.0;26.0;32.0;24.0;27.0;31.0;30.0;25.0;30.0
K.3811 Færder;Lege med spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Hjelpepleier;Alle aldre;Kommuneforvaltningen;368.0;364.0;355.0;339.0;331.0;323.0;322.0;308.0;288.0;286.0;255.0;240.0;226.0;215.0;199.0
K.4203 Arendal;Hjelpepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Hjelpepleier;Alle aldre;Statsforvaltningen;147.0;145.0;131.0;122.0;120.0;114.0;105.0;102.0;91.0;87.0;79.0;70.0;63.0;103.5;56.0
K.4203 Arendal;Hjelpepleier;Alle aldre;Privat sektor og offentlige foretak;31.0;32.0;30.0;30.0;30.0;33.0;38.0;33.0;28.0;29.0;26.0;26.0;30.0;18.0;17.0
K.4203 Arendal;Hjelpepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Helsefagarbeider;Alle aldre;Kommuneforvaltningen;0.0;152.0;7.0;22.0;42.0;84.0;113.0;136.0;168.0;200.0;237.0;268.0;319.0;356.0;382.0
K.4203 Arendal;Helsefagarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Helsefagarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;0.0;3.0;3.0;3.0;4.0;3.0;5.0;3.0;5.0;8.0;3.0;23.0
K.4203 Arendal;Helsefagarbeider;Alle aldre;Privat sektor og offentlige foretak;0.0;0.0;0.0;5.0;3.0;3.0;7.0;7.0;5.0;5.0;5.0;5.0;5.0;9.0;4.0
K.4203 Arendal;Helsefagarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Omsorgsarbeider;Alle aldre;Kommuneforvaltningen;235.0;243.0;234.0;237.0;221.0;194.0;183.0;163.0;158.0;149.0;128.0;119.0;104.0;96.0;90.0
K.4203 Arendal;Omsorgsarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Omsorgsarbeider;Alle aldre;Statsforvaltningen;5.0;8.0;7.0;8.0;6.0;7.0;7.0;8.0;7.0;4.0;3.0;3.0;3.0;6.5;5.0
K.4203 Arendal;Omsorgsarbeider;Alle aldre;Privat sektor og offentlige foretak;17.0;19.0;15.0;15.0;15.0;16.0;13.0;13.0;10.0;11.0;9.0;9.0;13.0;4.0;4.0
K.4203 Arendal;Omsorgsarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Sykepleier;Alle aldre;Kommuneforvaltningen;336.0;326.0;347.0;338.0;364.0;362.0;372.0;393.0;387.0;400.0;399.0;428.0;430.0;463.0;457.0
K.4203 Arendal;Sykepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;0.0;0.0;0.0
K.4203 Arendal;Sykepleier;Alle aldre;Statsforvaltningen;745.0;758.0;748.0;763.0;767.0;795.0;803.0;784.0;775.0;776.0;765.0;728.0;722.0;766.0;768.0
K.4203 Arendal;Sykepleier;Alle aldre;Privat sektor og offentlige foretak;43.0;48.0;50.0;49.0;52.0;60.0;56.0;57.0;54.0;56.0;62.0;63.0;54.0;54.0;49.0
K.4203 Arendal;Sykepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Lege uten spesialitet;Alle aldre;Kommuneforvaltningen;5.0;8.0;9.0;9.0;10.0;7.0;15.0;13.0;17.0;15.0;19.0;22.0;17.0;22.0;24.0
K.4203 Arendal;Lege uten spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Lege uten spesialitet;Alle aldre;Statsforvaltningen;97.0;104.0;98.0;111.0;103.0;110.0;112.0;121.0;123.0;125.0;130.0;127.0;138.0;116.5;145.0
K.4203 Arendal;Lege uten spesialitet;Alle aldre;Privat sektor og offentlige foretak;8.0;12.0;7.0;8.0;11.0;11.0;13.0;15.0;12.0;9.0;7.0;7.0;9.5;6.0;10.0
K.4203 Arendal;Lege uten spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Lege med spesialitet;Alle aldre;Kommuneforvaltningen;4.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;5.0;3.0;5.0;7.0;7.0;4.0;6.0
K.4203 Arendal;Lege med spesialitet;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4203 Arendal;Lege med spesialitet;Alle aldre;Statsforvaltningen;79.0;76.0;86.0;90.0;102.0;109.0;116.0;111.0;113.0;123.0;119.0;127.0;136.0;112.0;143.0
K.4203 Arendal;Lege med spesialitet;Alle aldre;Privat sektor og offentlige foretak;54.0;49.0;58.0;55.0;51.0;54.0;59.0;55.0;58.0;59.0;61.0;61.0;58.0;69.0;69.0
K.4203 Arendal;Lege med spesialitet;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4204 Kristiansand;Hjelpepleier;Alle aldre;Kommuneforvaltningen;789.0;794.0;800.0;761.0;731.0;709.0;681.0;648.0;621.0;597.0;561.0;523.0;471.0;444.0;414.0
K.4204 Kristiansand;Hjelpepleier;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4204 Kristiansand;Hjelpepleier;Alle aldre;Statsforvaltningen;225.0;224.0;219.0;173.5;173.5;173.5;183.0;182.0;165.0;154.0;146.0;134.0;173.5;173.5;102.0
K.4204 Kristiansand;Hjelpepleier;Alle aldre;Privat sektor og offentlige foretak;57.0;57.0;57.0;57.0;61.0;61.0;60.0;59.0;60.0;57.0;54.0;44.0;43.0;49.0;46.0
K.4204 Kristiansand;Hjelpepleier;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4204 Kristiansand;Helsefagarbeider;Alle aldre;Kommuneforvaltningen;0.0;364.0;364.0;364.0;115.0;180.0;221.0;276.0;336.0;392.0;443.0;547.0;622.0;694.0;760.0
K.4204 Kristiansand;Helsefagarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4204 Kristiansand;Helsefagarbeider;Alle aldre;Statsforvaltningen;0.0;0.0;0.0;3.0;6.0;10.0;10.0;10.0;10.0;13.0;13.0;16.0;10.0;10.0;39.0
K.4204 Kristiansand;Helsefagarbeider;Alle aldre;Privat sektor og offentlige foretak;0.0;0.0;0.0;5.0;5.0;3.0;5.0;4.0;5.0;6.0;5.0;8.0;8.0;10.0;17.0
K.4204 Kristiansand;Helsefagarbeider;Alle aldre;Uoppgitt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4204 Kristiansand;Omsorgsarbeider;Alle aldre;Kommuneforvaltningen;367.0;357.0;357.0;344.0;316.0;280.0;252.0;250.0;239.0;218.0;198.0;184.0;172.0;158.0;149.0
K.4204 Kristiansand;Omsorgsarbeider;Alle aldre;Fylkeskommunal forvaltning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K.4204 Kristiansand;Omsorgsarbeider;Alle aldre;Statsforvaltningen;21.0;27.0;31.0;19.5;19.5;24.0;19.5;20.0;15.0;15.0;19.0;10.0;19.5;19.5;9.0
K.4204 Kristiansand;Omsorgsarbeider;Alle aldre;Privat sektor og offentlige foretak;16.0;19.0;21.0;21.0;26.0;27.0;28.0;30.0;31.0;29.0;19.0;17.0;21.0;19.0;19.0
